Codice Prodotto,Nome Prodotto,Categoria,Prezzo
P02021,Smart Giochi 439,Giochi,59.88
P02022,Mini Telefonia 120,Telefonia,15.78
P02023,Prime Arredamento 284,Arredamento,1089.28
P02024,Pro Abbigliamento 392,Abbigliamento,786.73
P02025,Smart Informatica 339,Informatica,678.08
P02026,Ultra Automotive 684,Automotive,1456.65
P02027,Mini Telefonia 326,Telefonia,1364.3
P02028,Max Arredamento 803,Arredamento,758.52
P02029,Plus Automotive 750,Automotive,984.18
P02030,Plus Telefonia 852,Telefonia,185.14
P02031,Mini Sport 987,Sport,1193.38
P02032,Pro Abbigliamento 185,Abbigliamento,118.65
P02033,Mini Abbigliamento 328,Abbigliamento,603.71
P02034,Ultra Arredamento 737,Arredamento,867.69
P02035,Eco Automotive 950,Automotive,902.93
P02036,Prime Informatica 22,Informatica,915.69
P02037,Plus Bellezza 917,Bellezza,996.54
P02038,Eco Arredamento 934,Arredamento,771.9
P02039,Pro Bellezza 919,Bellezza,853.09
P02040,Smart Sport 31,Sport,1110.78
P02041,Eco Bellezza 512,Bellezza,881.45
P02042,Air Elettrodomestici 388,Elettrodomestici,1129.17
P02043,Ultra Abbigliamento 583,Abbigliamento,839.39
P02044,Prime Sport 352,Sport,1854.6
P02045,Eco Automotive 654,Automotive,1310.71
P02046,Mini Abbigliamento 437,Abbigliamento,1939.28
P02047,Air Arredamento 725,Arredamento,328.24
P02048,Lite Sport 44,Sport,1160.74
P02049,Plus Automotive 376,Automotive,1953.25
P02050,Prime Sport 647,Sport,967.46
P02051,Lite Sport 427,Sport,479.77
P02052,Smart Elettrodomestici 194,Elettrodomestici,1083.65
P02053,Air Arredamento 798,Arredamento,1576.21
P02054,Lite Automotive 309,Automotive,320.33
P02055,Plus Elettrodomestici 248,Elettrodomestici,765.44
P02056,Max Arredamento 414,Arredamento,1361.96
P02057,Air Giochi 232,Giochi,1145.28
P02058,Lite Sport 62,Sport,155.54
P02059,Eco Abbigliamento 271,Abbigliamento,1779.91
P02060,Max Elettrodomestici 196,Elettrodomestici,243.28
P02061,Smart Telefonia 755,Telefonia,1705.14
P02062,Pro Elettrodomestici 68,Elettrodomestici,66.71
P02063,Prime Automotive 861,Automotive,1165.08
P02064,Smart Informatica 58,Informatica,1724.79
P02065,Lite Automotive 175,Automotive,388.16
P02066,Air Bellezza 599,Bellezza,821.31
P02067,Pro Elettrodomestici 830,Elettrodomestici,1621.34
P02068,Plus Arredamento 248,Arredamento,114.74
P02069,Max Telefonia 869,Telefonia,1356.76
P02070,Plus Informatica 619,Informatica,287.76
P02071,Ultra Telefonia 79,Telefonia,265.98
P02072,Pro Arredamento 211,Arredamento,1777.32
P02073,Prime Giardinaggio 359,Giardinaggio,1803.37
P02074,Prime Giochi 921,Giochi,388.47
P02075,Plus Automotive 317,Automotive,1035.99
P02076,Max Elettrodomestici 352,Elettrodomestici,1317.34
P02077,Lite Elettrodomestici 602,Elettrodomestici,382.69
P02078,Plus Giardinaggio 753,Giardinaggio,727.88
P02079,Lite Arredamento 687,Arredamento,858.35
P02080,Max Elettrodomestici 906,Elettrodomestici,1236.29
P02081,Lite Arredamento 280,Arredamento,1023.63
P02082,Ultra Automotive 59,Automotive,32.56
P02083,Eco Arredamento 990,Arredamento,1211.55
P02084,Lite Giochi 70,Giochi,1213.73
P02085,Air Giochi 850,Giochi,883.47
P02086,Prime Giochi 855,Giochi,350.89
P02087,Plus Automotive 785,Automotive,1019.54
P02088,Lite Bellezza 163,Bellezza,465.21
P02089,Mini Informatica 39,Informatica,659.29
P02090,Plus Informatica 24,Informatica,226.75
P02091,Smart Arredamento 747,Arredamento,385.32
P02092,Max Elettrodomestici 581,Elettrodomestici,348.67
P02093,Max Telefonia 860,Telefonia,1061.85
P02094,Eco Telefonia 160,Telefonia,568.14
P02095,Air Giochi 323,Giochi,202.31
P02096,Prime Telefonia 778,Telefonia,223.87
P02097,Air Automotive 223,Automotive,1286.51
P02098,Prime Arredamento 561,Arredamento,245.25
P02099,Ultra Giardinaggio 606,Giardinaggio,1985.36
P02100,Air Elettrodomestici 323,Elettrodomestici,1273.39
P02101,Ultra Bellezza 734,Bellezza,1381.37
P02102,Prime Giochi 625,Giochi,1575.88
P02103,Lite Abbigliamento 524,Abbigliamento,345.71
P02104,Lite Sport 261,Sport,1648.97
P02105,Lite Elettrodomestici 760,Elettrodomestici,1181.59
P02106,Prime Elettrodomestici 780,Elettrodomestici,1734.86
P02107,Eco Arredamento 684,Arredamento,954.54
P02108,Pro Sport 556,Sport,1602.61
P02109,Pro Arredamento 921,Arredamento,1162.31
P02110,Pro Elettrodomestici 352,Elettrodomestici,1916.65
P02111,Mini Informatica 541,Informatica,937.65
P02112,Lite Bellezza 777,Bellezza,237.04
P02113,Air Bellezza 733,Bellezza,994.07
P02114,Prime Telefonia 656,Telefonia,1585.07
P02115,Ultra Automotive 96,Automotive,658.78
P02116,Prime Elettrodomestici 904,Elettrodomestici,346.93
P02117,Eco Elettrodomestici 903,Elettrodomestici,1771.64
P02118,Max Arredamento 218,Arredamento,1571.13
P02119,Plus Elettrodomestici 918,Elettrodomestici,1201.68
P02120,Air Telefonia 231,Telefonia,1562.66
P02121,Lite Arredamento 168,Arredamento,57.75
P02122,Prime Bellezza 978,Bellezza,1731.24
P02123,Plus Informatica 890,Informatica,582.84
P02124,Plus Sport 499,Sport,1593.8
P02125,Eco Sport 607,Sport,932.34
P02126,Eco Arredamento 424,Arredamento,1401.87
P02127,Mini Telefonia 606,Telefonia,322.47
P02128,Mini Automotive 427,Automotive,622.56
P02129,Plus Giochi 227,Giochi,356.72
P02130,Max Automotive 684,Automotive,1577.41
P02131,Smart Giochi 537,Giochi,1569.34
P02132,Smart Giardinaggio 278,Giardinaggio,674.26
P02133,Max Bellezza 772,Bellezza,1251.29
P02134,Max Telefonia 106,Telefonia,1814.18
P02135,Smart Bellezza 342,Bellezza,1375.89
P02136,Max Telefonia 932,Telefonia,365.48
P02137,Max Sport 459,Sport,1701.37
P02138,Eco Abbigliamento 710,Abbigliamento,1761.85
P02139,Air Bellezza 649,Bellezza,1756.5
P02140,Eco Bellezza 616,Bellezza,1049.94
P02141,Pro Bellezza 920,Bellezza,1316.92
P02142,Pro Abbigliamento 669,Abbigliamento,493.22
P02143,Ultra Informatica 251,Informatica,1648.32
P02144,Lite Sport 423,Sport,1450.83
P02145,Prime Sport 888,Sport,1655.8
P02146,Prime Informatica 137,Informatica,1385.45
P02147,Prime Telefonia 68,Telefonia,901.82
P02148,Air Arredamento 352,Arredamento,790.08
P02149,Eco Abbigliamento 762,Abbigliamento,173.5
P02150,Eco Elettrodomestici 833,Elettrodomestici,830.58
P02151,Eco Giardinaggio 573,Giardinaggio,462.48
P02152,Max Giardinaggio 387,Giardinaggio,1063.48
P02153,Lite Sport 6,Sport,253.32
P02154,Smart Abbigliamento 794,Abbigliamento,1287.51
P02155,Pro Abbigliamento 656,Abbigliamento,67.59
P02156,Mini Arredamento 194,Arredamento,1718.32
P02157,Lite Bellezza 358,Bellezza,1770.22
P02158,Lite Informatica 932,Informatica,373.27
P02159,Air Arredamento 871,Arredamento,1477.75
P02160,Prime Automotive 356,Automotive,1457.5
P02161,Air Telefonia 129,Telefonia,1624.41
P02162,Prime Giardinaggio 137,Giardinaggio,1513.88
P02163,Pro Bellezza 902,Bellezza,1732.21
P02164,Air Giardinaggio 968,Giardinaggio,725.39
P02165,Pro Abbigliamento 273,Abbigliamento,967.95
P02166,Prime Arredamento 408,Arredamento,876.89
P02167,Mini Elettrodomestici 346,Elettrodomestici,1936.96
P02168,Mini Sport 47,Sport,1884.46
P02169,Pro Arredamento 634,Arredamento,1246.18
P02170,Pro Abbigliamento 82,Abbigliamento,528.59
P02171,Plus Giardinaggio 233,Giardinaggio,983.36
P02172,Max Sport 744,Sport,558.41
P02173,Pro Giardinaggio 748,Giardinaggio,1858.67
P02174,Pro Telefonia 565,Telefonia,307.0
P02175,Smart Bellezza 211,Bellezza,778.61
P02176,Pro Informatica 668,Informatica,1195.73
P02177,Max Sport 215,Sport,1282.8
P02178,Lite Automotive 833,Automotive,1446.59
P02179,Smart Abbigliamento 236,Abbigliamento,1799.33
P02180,Lite Automotive 604,Automotive,1757.95
P02181,Ultra Abbigliamento 290,Abbigliamento,614.42
P02182,Smart Giochi 240,Giochi,647.23
P02183,Mini Arredamento 825,Arredamento,249.96
P02184,Plus Giardinaggio 217,Giardinaggio,1586.98
P02185,Pro Informatica 522,Informatica,349.19
P02186,Plus Abbigliamento 140,Abbigliamento,668.82
P02187,Smart Automotive 730,Automotive,1473.26
P02188,Pro Informatica 6,Informatica,828.76
P02189,Eco Elettrodomestici 940,Elettrodomestici,1414.3
P02190,Eco Sport 96,Sport,24.54
P02191,Smart Arredamento 296,Arredamento,476.82
P02192,Pro Elettrodomestici 270,Elettrodomestici,1990.08
P02193,Pro Automotive 323,Automotive,864.57
P02194,Plus Giochi 762,Giochi,938.54
P02195,Air Arredamento 717,Arredamento,527.81
P02196,Prime Telefonia 773,Telefonia,710.93
P02197,Plus Automotive 45,Automotive,1822.81
P02198,Mini Telefonia 346,Telefonia,857.4
P02199,Eco Bellezza 173,Bellezza,984.55
P02200,Plus Bellezza 320,Bellezza,1678.05
P02201,Plus Giardinaggio 939,Giardinaggio,1919.05
P02202,Pro Giochi 354,Giochi,523.6
P02203,Pro Bellezza 638,Bellezza,13.31
P02204,Plus Arredamento 955,Arredamento,1187.67
P02205,Ultra Telefonia 104,Telefonia,181.01
P02206,Eco Giardinaggio 687,Giardinaggio,1665.19
P02207,Prime Sport 942,Sport,489.2
P02208,Max Arredamento 78,Arredamento,1107.19
P02209,Pro Elettrodomestici 624,Elettrodomestici,1778.77
P02210,Lite Informatica 145,Informatica,1652.99
P02211,Ultra Automotive 558,Automotive,1202.79
P02212,Prime Bellezza 586,Bellezza,1531.15
P02213,Max Automotive 35,Automotive,849.22
P02214,Max Telefonia 492,Telefonia,1525.6
P02215,Pro Sport 196,Sport,999.13
P02216,Plus Abbigliamento 868,Abbigliamento,17.33
P02217,Mini Arredamento 488,Arredamento,799.94
P02218,Air Arredamento 309,Arredamento,1953.01
P02219,Ultra Automotive 440,Automotive,936.6
P02220,Ultra Automotive 840,Automotive,292.46
P02221,Max Abbigliamento 25,Abbigliamento,354.7
P02222,Pro Bellezza 760,Bellezza,856.62
P02223,Mini Giardinaggio 601,Giardinaggio,720.72
P02224,Pro Automotive 281,Automotive,162.59
P02225,Eco Abbigliamento 65,Abbigliamento,1326.26
P02226,Smart Abbigliamento 103,Abbigliamento,1590.94
P02227,Max Abbigliamento 500,Abbigliamento,1453.15
P02228,Ultra Informatica 605,Informatica,1651.74
P02229,Air Automotive 473,Automotive,860.72
P02230,Ultra Arredamento 144,Arredamento,1284.88
P02231,Eco Arredamento 578,Arredamento,822.82
P02232,Mini Informatica 910,Informatica,274.05
P02233,Pro Giardinaggio 603,Giardinaggio,482.43
P02234,Lite Giochi 682,Giochi,43.97
P02235,Air Giochi 374,Giochi,89.58
P02236,Mini Sport 259,Sport,1621.91
P02237,Prime Arredamento 402,Arredamento,225.31
P02238,Plus Giochi 24,Giochi,90.42
P02239,Lite Sport 993,Sport,615.88
P02240,Pro Bellezza 245,Bellezza,81.79
P02241,Eco Telefonia 727,Telefonia,1520.47
P02242,Prime Bellezza 645,Bellezza,235.4
P02243,Plus Arredamento 929,Arredamento,1357.96
P02244,Lite Sport 915,Sport,1528.39
P02245,Lite Arredamento 491,Arredamento,1231.32
P02246,Lite Giochi 255,Giochi,755.92
P02247,Mini Giardinaggio 563,Giardinaggio,1129.78
P02248,Pro Sport 629,Sport,755.25
P02249,Lite Telefonia 785,Telefonia,596.57
P02250,Eco Giochi 471,Giochi,1656.15
P02251,Eco Arredamento 216,Arredamento,1693.03
P02252,Ultra Bellezza 997,Bellezza,408.01
P02253,Prime Sport 517,Sport,116.04
P02254,Smart Elettrodomestici 537,Elettrodomestici,857.49
P02255,Mini Arredamento 500,Arredamento,700.56
P02256,Air Elettrodomestici 224,Elettrodomestici,982.36
P02257,Lite Giochi 319,Giochi,1044.98
P02258,Mini Automotive 908,Automotive,1178.62
P02259,Prime Informatica 367,Informatica,1422.95
P02260,Plus Sport 8,Sport,1589.73
P02261,Smart Giochi 805,Giochi,1290.92
P02262,Eco Automotive 980,Automotive,415.52
P02263,Prime Giardinaggio 231,Giardinaggio,1802.29
P02264,Air Telefonia 453,Telefonia,205.09
P02265,Plus Giochi 467,Giochi,1218.33
P02266,Prime Elettrodomestici 348,Elettrodomestici,19.78
P02267,Lite Automotive 161,Automotive,1618.55
P02268,Pro Automotive 209,Automotive,536.67
P02269,Eco Arredamento 314,Arredamento,1749.95
P02270,Air Abbigliamento 595,Abbigliamento,1925.27
P02271,Air Bellezza 43,Bellezza,1248.26
P02272,Prime Arredamento 627,Arredamento,725.04
P02273,Prime Sport 243,Sport,500.52
P02274,Prime Giardinaggio 432,Giardinaggio,688.82
P02275,Pro Sport 32,Sport,1115.64
P02276,Mini Abbigliamento 777,Abbigliamento,583.92
P02277,Pro Sport 920,Sport,162.6
P02278,Eco Automotive 345,Automotive,361.88
P02279,Smart Informatica 222,Informatica,743.36
P02280,Prime Telefonia 178,Telefonia,1445.74
P02281,Plus Abbigliamento 407,Abbigliamento,1462.29
P02282,Pro Arredamento 462,Arredamento,34.66
P02283,Eco Telefonia 698,Telefonia,1847.21
P02284,Lite Giardinaggio 322,Giardinaggio,1523.81
P02285,Lite Abbigliamento 484,Abbigliamento,1488.23
P02286,Eco Abbigliamento 848,Abbigliamento,1734.18
P02287,Mini Giochi 14,Giochi,104.61
P02288,Ultra Arredamento 256,Arredamento,314.46
P02289,Ultra Bellezza 430,Bellezza,1339.34
P02290,Plus Bellezza 579,Bellezza,869.41
P02291,Lite Arredamento 935,Arredamento,265.02
P02292,Lite Giochi 684,Giochi,837.92
P02293,Smart Informatica 617,Informatica,369.59
P02294,Max Telefonia 13,Telefonia,1677.67
P02295,Air Automotive 437,Automotive,645.06
P02296,Smart Abbigliamento 519,Abbigliamento,502.0
P02297,Smart Elettrodomestici 419,Elettrodomestici,270.26
P02298,Pro Sport 523,Sport,1068.04
P02299,Pro Arredamento 830,Arredamento,1939.56
P02300,Prime Automotive 950,Automotive,196.82
P02301,Mini Telefonia 851,Telefonia,1338.33
P02302,Max Informatica 90,Informatica,987.12
P02303,Lite Informatica 444,Informatica,1294.53
P02304,Ultra Arredamento 47,Arredamento,1519.26
P02305,Smart Telefonia 544,Telefonia,947.01
P02306,Ultra Telefonia 396,Telefonia,783.67
P02307,Eco Giochi 763,Giochi,1614.25
P02308,Eco Automotive 108,Automotive,1462.3
P02309,Mini Giochi 847,Giochi,1046.72
P02310,Pro Automotive 274,Automotive,599.19
P02311,Prime Giardinaggio 411,Giardinaggio,296.36
P02312,Max Bellezza 295,Bellezza,1729.0
P02313,Smart Giochi 71,Giochi,74.18
P02314,Lite Informatica 976,Informatica,497.86
P02315,Pro Giardinaggio 215,Giardinaggio,403.02
P02316,Plus Automotive 149,Automotive,1974.71
P02317,Mini Informatica 684,Informatica,1101.49
P02318,Mini Bellezza 937,Bellezza,1493.26
P02319,Eco Bellezza 132,Bellezza,737.43
P02320,Mini Telefonia 3,Telefonia,1977.67
P02321,Eco Telefonia 242,Telefonia,789.91
P02322,Mini Bellezza 760,Bellezza,893.7
P02323,Plus Giardinaggio 7,Giardinaggio,299.7
P02324,Max Abbigliamento 729,Abbigliamento,656.19
P02325,Mini Elettrodomestici 592,Elettrodomestici,67.64
P02326,Lite Arredamento 478,Arredamento,1908.32
P02327,Ultra Automotive 291,Automotive,125.03
P02328,Prime Telefonia 760,Telefonia,479.57
P02329,Pro Elettrodomestici 675,Elettrodomestici,34.67
P02330,Ultra Bellezza 662,Bellezza,1941.02
P02331,Pro Arredamento 955,Arredamento,1221.72
P02332,Mini Giardinaggio 965,Giardinaggio,1061.6
P02333,Pro Elettrodomestici 682,Elettrodomestici,483.91
P02334,Eco Bellezza 494,Bellezza,998.38
P02335,Max Bellezza 90,Bellezza,1452.33
P02336,Max Arredamento 845,Arredamento,1236.2
P02337,Mini Informatica 867,Informatica,464.99
P02338,Plus Informatica 447,Informatica,1373.99
P02339,Ultra Sport 637,Sport,846.64
P02340,Ultra Informatica 601,Informatica,1432.85
P02341,Eco Arredamento 846,Arredamento,132.07
P02342,Mini Giardinaggio 633,Giardinaggio,1152.55
P02343,Lite Automotive 745,Automotive,100.1
P02344,Max Automotive 796,Automotive,1627.83
P02345,Smart Automotive 254,Automotive,1126.74
P02346,Prime Telefonia 610,Telefonia,337.04
P02347,Ultra Telefonia 424,Telefonia,1580.9
P02348,Ultra Giardinaggio 603,Giardinaggio,109.27
P02349,Plus Automotive 780,Automotive,685.19
P02350,Prime Telefonia 919,Telefonia,216.63
P02351,Lite Giardinaggio 388,Giardinaggio,463.19
P02352,Smart Bellezza 555,Bellezza,1452.21
P02353,Plus Giochi 986,Giochi,329.71
P02354,Prime Bellezza 689,Bellezza,1501.56
P02355,Eco Elettrodomestici 174,Elettrodomestici,203.48
P02356,Lite Automotive 459,Automotive,1009.82
P02357,Prime Giardinaggio 616,Giardinaggio,942.45
P02358,Ultra Bellezza 49,Bellezza,1794.59
P02359,Ultra Informatica 629,Informatica,1792.08
P02360,Pro Abbigliamento 983,Abbigliamento,201.0
P02361,Air Giardinaggio 784,Giardinaggio,1915.05
P02362,Pro Informatica 871,Informatica,1915.11
P02363,Lite Bellezza 240,Bellezza,1829.01
P02364,Air Informatica 11,Informatica,43.7
P02365,Smart Elettrodomestici 495,Elettrodomestici,1962.56
P02366,Plus Automotive 190,Automotive,521.07
P02367,Plus Telefonia 313,Telefonia,1142.47
P02368,Lite Giardinaggio 245,Giardinaggio,217.09
P02369,Smart Giochi 237,Giochi,1455.06
P02370,Prime Sport 161,Sport,1787.45
P02371,Prime Arredamento 128,Arredamento,516.38
P02372,Plus Bellezza 367,Bellezza,1207.97
P02373,Mini Elettrodomestici 777,Elettrodomestici,1190.37
P02374,Pro Automotive 312,Automotive,10.82
P02375,Eco Telefonia 761,Telefonia,57.48
P02376,Air Elettrodomestici 574,Elettrodomestici,917.98
P02377,Lite Arredamento 935,Arredamento,489.26
P02378,Plus Telefonia 457,Telefonia,1859.2
P02379,Air Bellezza 938,Bellezza,638.18
P02380,Lite Arredamento 651,Arredamento,940.42
P02381,Smart Arredamento 639,Arredamento,1431.94
P02382,Lite Bellezza 528,Bellezza,1468.8
P02383,Smart Abbigliamento 237,Abbigliamento,1288.58
P02384,Ultra Informatica 362,Informatica,116.8
P02385,Mini Sport 811,Sport,1391.64
P02386,Lite Telefonia 994,Telefonia,325.64
P02387,Plus Sport 767,Sport,267.01
P02388,Mini Giochi 160,Giochi,11.47
P02389,Mini Bellezza 443,Bellezza,697.93
P02390,Mini Giochi 89,Giochi,138.82
P02391,Mini Abbigliamento 827,Abbigliamento,1452.06
P02392,Ultra Abbigliamento 528,Abbigliamento,1209.05
P02393,Ultra Telefonia 505,Telefonia,152.18
P02394,Lite Bellezza 85,Bellezza,931.62
P02395,Prime Sport 868,Sport,1971.1
P02396,Air Elettrodomestici 822,Elettrodomestici,1670.18
P02397,Max Giardinaggio 575,Giardinaggio,735.14
P02398,Prime Sport 493,Sport,899.06
P02399,Max Telefonia 6,Telefonia,193.82
P02400,Ultra Informatica 56,Informatica,1434.1
P02401,Prime Bellezza 417,Bellezza,300.11
P02402,Prime Automotive 124,Automotive,860.28
P02403,Lite Telefonia 418,Telefonia,552.74
P02404,Smart Giardinaggio 142,Giardinaggio,285.06
P02405,Prime Abbigliamento 493,Abbigliamento,1172.25
P02406,Smart Bellezza 258,Bellezza,264.15
P02407,Lite Automotive 32,Automotive,1749.59
P02408,Prime Abbigliamento 638,Abbigliamento,1209.42
P02409,Smart Abbigliamento 376,Abbigliamento,1754.54
P02410,Lite Giochi 933,Giochi,216.71
P02411,Air Giardinaggio 274,Giardinaggio,394.84
P02412,Ultra Giardinaggio 737,Giardinaggio,1853.51
P02413,Mini Elettrodomestici 319,Elettrodomestici,1031.26
P02414,Air Automotive 829,Automotive,493.62
P02415,Pro Informatica 734,Informatica,1524.54
P02416,Plus Giardinaggio 165,Giardinaggio,607.54
P02417,Smart Automotive 9,Automotive,1052.05
P02418,Plus Arredamento 752,Arredamento,1270.16
P02419,Air Giochi 529,Giochi,592.18
P02420,Pro Abbigliamento 200,Abbigliamento,1634.66
P02421,Mini Sport 160,Sport,1440.69
P02422,Eco Abbigliamento 663,Abbigliamento,1099.71
P02423,Pro Giochi 195,Giochi,1549.73
P02424,Mini Arredamento 889,Arredamento,1856.99
P02425,Smart Abbigliamento 734,Abbigliamento,691.97
P02426,Air Arredamento 654,Arredamento,1401.65
P02427,Prime Elettrodomestici 683,Elettrodomestici,878.52
P02428,Lite Sport 866,Sport,474.78
P02429,Air Sport 704,Sport,373.77
P02430,Pro Informatica 41,Informatica,740.8
P02431,Ultra Informatica 595,Informatica,37.73
P02432,Ultra Informatica 759,Informatica,1948.75
P02433,Prime Elettrodomestici 472,Elettrodomestici,1184.46
P02434,Mini Bellezza 616,Bellezza,1644.09
P02435,Max Elettrodomestici 119,Elettrodomestici,1008.04
P02436,Prime Arredamento 977,Arredamento,1230.63
P02437,Smart Arredamento 470,Arredamento,1425.39
P02438,Plus Sport 605,Sport,1372.03
P02439,Mini Abbigliamento 856,Abbigliamento,346.09
P02440,Mini Giochi 479,Giochi,1310.3
P02441,Plus Telefonia 70,Telefonia,78.28
P02442,Plus Sport 118,Sport,567.87
P02443,Air Sport 744,Sport,1165.77
P02444,Ultra Bellezza 546,Bellezza,1241.1
P02445,Mini Elettrodomestici 452,Elettrodomestici,960.64
P02446,Mini Automotive 318,Automotive,1483.83
P02447,Lite Bellezza 26,Bellezza,1431.79
P02448,Plus Sport 667,Sport,158.11
P02449,Mini Informatica 327,Informatica,1083.58
P02450,Lite Giochi 392,Giochi,1465.0
P02451,Plus Elettrodomestici 875,Elettrodomestici,60.33
