ID Vendita,Data Vendita,ID Prodotto,ID Cliente,Quantità,Prezzo Unitario,Importo Totale
S01678,05/09/2024,P00177,C1059,7,602.67,4218.69
S01679,23/02/2024,P00118,C1057,14,773.79,10833.06
S01680,05/02/2024,P00194,C1084,16,153.3,2452.8
S01681,29/06/2024,P00129,C1001,17,844.39,14354.63
S01682,03/07/2024,P00160,C1035,13,421.7,5482.1
S01683,10/03/2024,P00213,C1006,11,97.42,1071.62
S01684,27/03/2024,P00075,C1063,15,978.04,14670.6
S01685,07/04/2024,P00157,C1080,8,807.6,6460.8
S01686,19/01/2024,P00122,C1076,16,188.04,3008.64
S01687,08/03/2024,P00284,C1028,11,55.48,610.28
S01688,02/02/2024,P00111,C1088,17,331.87,5641.79
S01689,08/12/2023,P00188,C1098,19,687.6,13064.4
S01690,11/12/2023,P00114,C1002,15,330.08,4951.2
S01691,07/09/2024,P00090,C1022,7,578.74,4051.18
S01692,18/02/2024,P00070,C1074,13,346.62,4506.06
S01693,23/05/2024,P00134,C1057,6,967.69,5806.14
S01694,12/05/2024,P00108,C1002,18,906.66,16319.88
S01695,09/03/2024,P00023,C1083,1,853.67,853.67
S01696,01/04/2024,P00250,C1008,17,853.34,14506.78
S01697,14/12/2023,P00162,C1059,11,109.34,1202.74
S01698,24/08/2024,P00273,C1081,12,472.98,5675.76
S01699,16/04/2024,P00069,C1002,6,849.08,5094.48
S01700,30/10/2023,P00172,C1084,8,649.15,5193.2
S01701,04/10/2024,P00277,C1020,17,497.36,8455.12
S01702,18/05/2024,P00087,C1042,19,708.04,13452.76
S01703,26/09/2024,P00129,C1002,18,844.39,15199.02
S01704,27/01/2024,P00164,C1062,14,154.79,2167.06
S01705,10/04/2024,P00057,C1013,1,656.61,656.61
S01706,09/01/2024,P00295,C1065,6,333.17,1999.02
S01707,01/04/2024,P00025,C1050,18,331.08,5959.44
S01708,31/10/2023,P00145,C1016,5,298.19,1490.95
S01709,28/12/2023,P00051,C1025,8,798.0,6384.0
S01710,23/12/2023,P00021,C1013,18,504.66,9083.88
S01711,24/07/2024,P00087,C1032,6,708.04,4248.24
S01712,21/12/2023,P00234,C1015,13,345.33,4489.29
S01713,17/04/2024,P00266,C1005,6,767.35,4604.1
S01714,12/02/2024,P00220,C1009,8,937.67,7501.36
S01715,03/05/2024,P00229,C1033,20,588.46,11769.2
S01716,22/07/2024,P00177,C1079,16,602.67,9642.72
S01717,22/03/2024,P00098,C1075,7,11.07,77.49
S01718,15/11/2023,P00013,C1068,2,619.68,1239.36
S01719,03/01/2024,P00234,C1063,20,345.33,6906.6
S01720,28/12/2023,P00247,C1077,2,749.21,1498.42
S01721,28/03/2024,P00121,C1058,19,781.09,14840.71
S01722,28/08/2024,P00177,C1090,8,602.67,4821.36
S01723,20/09/2024,P00199,C1026,12,195.65,2347.8
S01724,12/11/2023,P00077,C1086,16,612.93,9806.88
S01725,15/08/2024,P00226,C1032,12,902.89,10834.68
S01726,19/06/2024,P00078,C1062,3,890.39,2671.17
S01727,06/09/2024,P00098,C1019,11,11.07,121.77
S01728,21/09/2024,P00041,C1012,20,495.31,9906.2
S01729,15/04/2024,P00292,C1094,17,672.73,11436.41
S01730,26/01/2024,P00294,C1045,8,317.07,2536.56
S01731,17/08/2024,P00197,C1077,15,833.68,12505.2
S01732,27/11/2023,P00255,C1012,2,93.28,186.56
S01733,01/09/2024,P00170,C1063,3,993.88,2981.64
S01734,10/06/2024,P00019,C1051,12,697.46,8369.52
S01735,04/09/2024,P00196,C1062,19,443.12,8419.28
S01736,23/11/2023,P00205,C1008,2,655.15,1310.3
S01737,31/08/2024,P00280,C1026,8,476.55,3812.4
S01738,19/06/2024,P00144,C1033,20,596.3,11926.0
S01739,09/06/2024,P00221,C1015,7,673.36,4713.52
S01740,07/07/2024,P00277,C1054,11,497.36,5470.96
S01741,25/01/2024,P00086,C1026,4,45.37,181.48
S01742,17/01/2024,P00066,C1034,17,997.41,16955.97
S01743,12/08/2024,P00027,C1099,12,530.1,6361.2
S01744,23/08/2024,P00290,C1051,12,780.79,9369.48
S01745,20/08/2024,P00009,C1079,6,567.65,3405.9
S01746,06/01/2024,P00199,C1047,8,195.65,1565.2
S01747,27/09/2024,P00127,C1012,16,596.5,9544.0
S01748,18/05/2024,P00105,C1014,1,532.52,532.52
S01749,24/11/2023,P00089,C1030,9,28.18,253.62
S01750,19/07/2024,P00051,C1002,19,798.0,15162.0
S01751,17/05/2024,P00278,C1085,8,353.77,2830.16
S01752,19/11/2023,P00164,C1087,5,154.79,773.95
S01753,31/12/2023,P00206,C1010,15,121.94,1829.1
S01754,20/12/2023,P00118,C1085,11,773.79,8511.69
S01755,05/08/2024,P00139,C1070,10,321.54,3215.4
S01756,04/04/2024,P00234,C1007,10,345.33,3453.3
S01757,19/11/2023,P00227,C1030,11,334.94,3684.34
S01758,24/09/2024,P00091,C1017,14,334.92,4688.88
S01759,15/07/2024,P00236,C1012,1,450.53,450.53
S01760,25/07/2024,P00063,C1026,18,431.76,7771.68
S01761,11/04/2024,P00044,C1100,3,668.45,2005.35
S01762,19/06/2024,P00188,C1036,8,687.6,5500.8
S01763,10/06/2024,P00167,C1085,12,183.97,2207.64
S01764,20/03/2024,P00022,C1032,6,503.78,3022.68
S01765,08/12/2023,P00201,C1016,9,892.96,8036.64
S01766,03/04/2024,P00234,C1071,10,345.33,3453.3
S01767,04/08/2024,P00079,C1005,2,202.11,404.22
S01768,12/07/2024,P00228,C1046,13,182.74,2375.62
S01769,04/10/2024,P00238,C1074,10,466.15,4661.5
S01770,06/06/2024,P00299,C1035,13,345.45,4490.85
S01771,10/02/2024,P00250,C1068,1,853.34,853.34
S01772,13/12/2023,P00288,C1089,11,443.72,4880.92
S01773,08/12/2023,P00150,C1092,16,343.73,5499.68
S01774,16/09/2024,P00127,C1002,16,596.5,9544.0
S01775,09/04/2024,P00286,C1005,3,845.06,2535.18
S01776,22/12/2023,P00238,C1061,18,466.15,8390.7
S01777,14/02/2024,P00220,C1063,17,937.67,15940.39
S01778,16/02/2024,P00228,C1039,12,182.74,2192.88
S01779,05/12/2023,P00019,C1024,13,697.46,9066.98
S01780,29/09/2024,P00036,C1056,2,228.4,456.8
S01781,16/05/2024,P00117,C1029,8,182.68,1461.44
S01782,17/03/2024,P00242,C1044,7,584.15,4089.05
S01783,05/08/2024,P00015,C1009,6,674.85,4049.1
S01784,22/05/2024,P00040,C1099,9,185.87,1672.83
S01785,11/02/2024,P00228,C1004,17,182.74,3106.58
S01786,05/02/2024,P00278,C1051,19,353.77,6721.63
S01787,16/05/2024,P00022,C1035,10,503.78,5037.8
S01788,16/09/2024,P00043,C1090,3,178.92,536.76
S01789,14/11/2023,P00054,C1094,7,254.64,1782.48
S01790,13/04/2024,P00184,C1009,2,168.81,337.62
S01791,01/01/2024,P00041,C1071,7,495.31,3467.17
S01792,29/03/2024,P00252,C1062,4,87.98,351.92
S01793,13/04/2024,P00116,C1045,6,345.16,2070.96
S01794,16/08/2024,P00171,C1099,16,384.97,6159.52
S01795,13/11/2023,P00042,C1016,13,256.23,3330.99
S01796,16/07/2024,P00007,C1069,5,789.21,3946.05
S01797,22/08/2024,P00281,C1010,3,548.26,1644.78
S01798,02/01/2024,P00172,C1024,5,649.15,3245.75
S01799,06/04/2024,P00145,C1072,15,298.19,4472.85
S01800,25/12/2023,P00011,C1006,2,336.37,672.74
S01801,21/01/2024,P00206,C1012,14,121.94,1707.16
S01802,18/09/2024,P00208,C1081,8,356.19,2849.52
S01803,20/04/2024,P00246,C1060,11,207.35,2280.85
S01804,16/07/2024,P00034,C1018,1,34.37,34.37
S01805,24/04/2024,P00061,C1070,8,514.48,4115.84
S01806,23/12/2023,P00143,C1052,2,879.24,1758.48
S01807,31/01/2024,P00209,C1066,18,181.61,3268.98
S01808,10/12/2023,P00292,C1067,10,672.73,6727.3
S01809,23/07/2024,P00215,C1043,5,293.44,1467.2
S01810,28/02/2024,P00092,C1056,11,624.8,6872.8
S01811,02/01/2024,P00240,C1029,1,753.81,753.81
S01812,11/04/2024,P00150,C1004,15,343.73,5155.95
S01813,17/07/2024,P00261,C1058,12,812.95,9755.4
S01814,30/11/2023,P00211,C1011,11,750.83,8259.13
S01815,30/08/2024,P00023,C1070,18,853.67,15366.06
S01816,10/01/2024,P00153,C1006,20,618.41,12368.2
S01817,23/09/2024,P00032,C1006,18,63.57,1144.26
S01818,28/08/2024,P00289,C1008,2,568.68,1137.36
S01819,29/09/2024,P00293,C1093,5,832.93,4164.65
S01820,16/04/2024,P00238,C1026,4,466.15,1864.6
S01821,07/06/2024,P00110,C1057,14,857.16,12000.24
S01822,14/11/2023,P00117,C1026,16,182.68,2922.88
S01823,14/09/2024,P00252,C1003,10,87.98,879.8
S01824,15/05/2024,P00147,C1058,2,550.03,1100.06
S01825,30/03/2024,P00180,C1086,16,480.94,7695.04
S01826,31/01/2024,P00010,C1014,16,191.43,3062.88
S01827,03/12/2023,P00264,C1044,5,141.71,708.55
S01828,01/11/2023,P00246,C1070,10,207.35,2073.5
S01829,27/02/2024,P00069,C1041,4,849.08,3396.32
S01830,07/12/2023,P00278,C1059,5,353.77,1768.85
S01831,01/07/2024,P00187,C1024,10,49.97,499.7
S01832,05/06/2024,P00203,C1007,1,665.0,665.0
S01833,26/06/2024,P00110,C1023,9,857.16,7714.44
S01834,15/03/2024,P00071,C1049,6,812.64,4875.84
S01835,18/01/2024,P00121,C1070,10,781.09,7810.9
S01836,18/10/2024,P00165,C1038,20,428.77,8575.4
S01837,14/08/2024,P00100,C1061,10,311.0,3110.0
S01838,31/07/2024,P00124,C1055,10,506.81,5068.1
S01839,11/02/2024,P00121,C1046,4,781.09,3124.36
S01840,08/08/2024,P00137,C1048,20,944.41,18888.2
S01841,05/10/2024,P00010,C1043,11,191.43,2105.73
S01842,07/09/2024,P00296,C1066,14,969.27,13569.78
S01843,05/11/2023,P00274,C1044,5,482.21,2411.05
S01844,07/06/2024,P00260,C1052,18,522.65,9407.7
S01845,21/11/2023,P00157,C1047,10,807.6,8076.0
S01846,27/01/2024,P00050,C1011,14,640.37,8965.18
S01847,05/06/2024,P00175,C1083,5,458.77,2293.85
S01848,29/01/2024,P00264,C1069,4,141.71,566.84
S01849,05/10/2024,P00155,C1057,17,229.01,3893.17
S01850,10/08/2024,P00128,C1093,19,659.71,12534.49
S01851,23/08/2024,P00242,C1027,15,584.15,8762.25
S01852,02/06/2024,P00036,C1075,3,228.4,685.2
S01853,12/01/2024,P00085,C1053,13,242.81,3156.53
S01854,27/05/2024,P00209,C1079,19,181.61,3450.59
S01855,09/11/2023,P00040,C1072,18,185.87,3345.66
S01856,17/11/2023,P00275,C1043,20,559.04,11180.8
S01857,30/06/2024,P00286,C1005,10,845.06,8450.6
S01858,17/11/2023,P00234,C1018,10,345.33,3453.3
S01859,13/10/2024,P00020,C1069,10,785.81,7858.1
S01860,09/03/2024,P00195,C1068,16,292.17,4674.72
S01861,16/06/2024,P00149,C1069,7,132.81,929.67
S01862,09/10/2024,P00025,C1097,4,331.08,1324.32
S01863,20/08/2024,P00223,C1024,12,991.69,11900.28
S01864,26/06/2024,P00166,C1080,3,965.87,2897.61
S01865,06/10/2024,P00222,C1042,11,123.25,1355.75
S01866,29/03/2024,P00125,C1042,20,834.19,16683.8
S01867,14/07/2024,P00108,C1081,1,906.66,906.66
S01868,09/01/2024,P00055,C1026,13,366.85,4769.05
S01869,21/05/2024,P00031,C1041,18,543.77,9787.86
S01870,25/10/2023,P00239,C1074,20,328.94,6578.8
S01871,14/05/2024,P00151,C1051,13,169.77,2207.01
S01872,22/08/2024,P00149,C1030,2,132.81,265.62
S01873,29/03/2024,P00198,C1020,17,187.83,3193.11
S01874,29/11/2023,P00259,C1060,2,679.96,1359.92
S01875,20/09/2024,P00048,C1032,9,668.73,6018.57
S01876,01/02/2024,P00171,C1047,1,384.97,384.97
S01877,16/05/2024,P00197,C1094,18,833.68,15006.24
S01878,29/05/2024,P00143,C1007,19,879.24,16705.56
S01879,19/06/2024,P00246,C1060,10,207.35,2073.5
S01880,20/07/2024,P00287,C1013,9,613.46,5521.14
S01881,15/12/2023,P00073,C1086,5,968.21,4841.05
S01882,09/09/2024,P00213,C1033,8,97.42,779.36
S01883,23/11/2023,P00010,C1075,5,191.43,957.15
S01884,05/10/2024,P00196,C1039,11,443.12,4874.32
S01885,02/06/2024,P00040,C1026,12,185.87,2230.44
S01886,08/11/2023,P00082,C1099,4,323.73,1294.92
S01887,12/05/2024,P00051,C1086,4,798.0,3192.0
S01888,12/02/2024,P00054,C1084,6,254.64,1527.84
S01889,12/04/2024,P00097,C1076,4,321.14,1284.56
S01890,26/08/2024,P00237,C1023,9,484.58,4361.22
S01891,16/02/2024,P00037,C1039,5,456.23,2281.15
S01892,09/07/2024,P00228,C1042,15,182.74,2741.1
S01893,15/08/2024,P00080,C1016,16,643.54,10296.64
S01894,20/12/2023,P00176,C1044,6,621.19,3727.14
S01895,21/07/2024,P00280,C1080,14,476.55,6671.7
S01896,22/06/2024,P00199,C1025,17,195.65,3326.05
S01897,19/11/2023,P00104,C1012,20,450.29,9005.8
S01898,05/02/2024,P00023,C1059,8,853.67,6829.36
S01899,24/02/2024,P00119,C1002,18,734.34,13218.12
S01900,05/10/2024,P00190,C1036,19,980.25,18624.75
S01901,23/06/2024,P00108,C1020,7,906.66,6346.62
S01902,07/04/2024,P00062,C1009,19,689.14,13093.66
S01903,12/03/2024,P00208,C1025,9,356.19,3205.71
S01904,14/08/2024,P00222,C1033,16,123.25,1972.0
S01905,23/02/2024,P00157,C1025,4,807.6,3230.4
S01906,15/02/2024,P00136,C1059,10,483.37,4833.7
S01907,09/10/2024,P00130,C1059,12,560.73,6728.76
S01908,26/02/2024,P00182,C1031,3,18.96,56.88
S01909,11/02/2024,P00298,C1086,6,414.77,2488.62
S01910,03/06/2024,P00300,C1051,7,846.68,5926.76
S01911,06/11/2023,P00108,C1002,4,906.66,3626.64
S01912,26/01/2024,P00287,C1023,2,613.46,1226.92
S01913,22/06/2024,P00250,C1084,8,853.34,6826.72
S01914,13/02/2024,P00006,C1018,10,978.12,9781.2
S01915,14/09/2024,P00176,C1043,15,621.19,9317.85
S01916,29/11/2023,P00104,C1040,5,450.29,2251.45
S01917,24/05/2024,P00241,C1076,9,528.6,4757.4
S01918,09/03/2024,P00092,C1031,13,624.8,8122.4
S01919,27/02/2024,P00083,C1096,2,665.31,1330.62
S01920,17/02/2024,P00216,C1045,19,444.82,8451.58
S01921,01/12/2023,P00276,C1002,5,468.67,2343.35
S01922,24/05/2024,P00206,C1056,13,121.94,1585.22
S01923,23/08/2024,P00187,C1025,13,49.97,649.61
S01924,05/07/2024,P00126,C1095,4,616.75,2467.0
S01925,12/04/2024,P00045,C1026,7,876.87,6138.09
S01926,31/12/2023,P00135,C1097,11,131.7,1448.7
S01927,20/09/2024,P00298,C1079,19,414.77,7880.63
S01928,26/08/2024,P00114,C1050,5,330.08,1650.4
S01929,05/10/2024,P00131,C1056,6,51.19,307.14
S01930,06/08/2024,P00001,C1071,20,830.77,16615.4
S01931,18/03/2024,P00003,C1018,1,294.21,294.21
S01932,23/05/2024,P00183,C1073,4,250.86,1003.44
S01933,13/04/2024,P00148,C1083,11,392.08,4312.88
S01934,10/10/2024,P00187,C1097,11,49.97,549.67
S01935,25/08/2024,P00123,C1071,16,213.97,3423.52
S01936,20/04/2024,P00182,C1091,19,18.96,360.24
S01937,10/05/2024,P00041,C1098,2,495.31,990.62
S01938,15/03/2024,P00284,C1037,1,55.48,55.48
S01939,03/02/2024,P00140,C1080,18,486.48,8756.64
S01940,18/11/2023,P00046,C1084,4,935.87,3743.48
S01941,15/03/2024,P00242,C1033,1,584.15,584.15
S01942,19/06/2024,P00102,C1069,11,570.92,6280.12
S01943,27/06/2024,P00055,C1002,16,366.85,5869.6
S01944,09/07/2024,P00006,C1082,17,978.12,16628.04
S01945,25/12/2023,P00108,C1065,5,906.66,4533.3
S01946,28/01/2024,P00270,C1012,10,381.51,3815.1
S01947,02/09/2024,P00070,C1020,2,346.62,693.24
S01948,18/05/2024,P00014,C1047,10,403.16,4031.6
S01949,20/06/2024,P00127,C1095,19,596.5,11333.5
S01950,17/08/2024,P00063,C1010,7,431.76,3022.32
S01951,26/06/2024,P00250,C1088,5,853.34,4266.7
S01952,24/09/2024,P00172,C1071,5,649.15,3245.75
S01953,26/05/2024,P00250,C1066,7,853.34,5973.38
S01954,21/12/2023,P00072,C1083,1,173.52,173.52
S01955,17/06/2024,P00168,C1092,7,778.38,5448.66
S01956,09/03/2024,P00242,C1050,14,584.15,8178.1
S01957,01/12/2023,P00027,C1091,11,530.1,5831.1
S01958,28/12/2023,P00022,C1083,7,503.78,3526.46
S01959,15/08/2024,P00131,C1099,15,51.19,767.85
S01960,12/08/2024,P00033,C1099,14,656.97,9197.58
S01961,05/09/2024,P00202,C1046,4,346.41,1385.64
S01962,19/11/2023,P00118,C1039,8,773.79,6190.32
S01963,03/10/2024,P00091,C1031,18,334.92,6028.56
S01964,28/07/2024,P00184,C1080,5,168.81,844.05
S01965,01/10/2024,P00290,C1025,20,780.79,15615.8
S01966,17/01/2024,P00184,C1022,3,168.81,506.43
S01967,01/02/2024,P00256,C1011,17,477.55,8118.35
S01968,16/02/2024,P00183,C1053,12,250.86,3010.32
S01969,09/01/2024,P00135,C1092,18,131.7,2370.6
S01970,22/08/2024,P00066,C1008,5,997.41,4987.05
S01971,02/12/2023,P00272,C1097,5,354.4,1772.0
S01972,30/01/2024,P00032,C1098,15,63.57,953.55
S01973,25/10/2023,P00241,C1096,8,528.6,4228.8
S01974,07/04/2024,P00155,C1009,1,229.01,229.01
S01975,04/06/2024,P00059,C1042,4,700.4,2801.6
S01976,25/05/2024,P00046,C1094,6,935.87,5615.22
S01977,15/08/2024,P00108,C1046,3,906.66,2719.98
S01978,12/12/2023,P00154,C1066,6,501.3,3007.8
S01979,21/06/2024,P00100,C1081,3,311.0,933.0
S01980,20/11/2023,P00006,C1054,8,978.12,7824.96
S01981,29/01/2024,P00273,C1075,8,472.98,3783.84
S01982,13/09/2024,P00279,C1036,8,214.69,1717.52
S01983,29/12/2023,P00038,C1028,5,913.52,4567.6
S01984,08/03/2024,P00075,C1043,7,978.04,6846.28
S01985,03/02/2024,P00242,C1041,6,584.15,3504.9
S01986,02/09/2024,P00099,C1084,13,369.01,4797.13
S01987,22/05/2024,P00159,C1068,6,344.71,2068.26
S01988,27/03/2024,P00136,C1049,7,483.37,3383.59
S01989,07/05/2024,P00127,C1095,14,596.5,8351.0
S01990,15/09/2024,P00243,C1065,10,17.89,178.9
S01991,26/06/2024,P00136,C1021,2,483.37,966.74
S01992,26/11/2023,P00023,C1036,17,853.67,14512.39
S01993,29/01/2024,P00300,C1089,18,846.68,15240.24
S01994,03/05/2024,P00256,C1031,3,477.55,1432.65
S01995,19/10/2024,P00114,C1035,14,330.08,4621.12
S01996,08/12/2023,P00265,C1090,4,507.29,2029.16
S01997,17/05/2024,P00231,C1053,8,527.83,4222.64
S01998,22/12/2023,P00286,C1038,7,845.06,5915.42
S01999,29/12/2023,P00192,C1073,9,44.33,398.97
S02000,21/10/2024,P00198,C1092,17,187.83,3193.11
S02001,28/06/2024,P00224,C1100,11,781.41,8595.51
S02002,09/07/2024,P00297,C1014,11,744.19,8186.09
S02003,26/11/2023,P00282,C1047,2,623.78,1247.56
S02004,01/05/2024,P00212,C1029,4,673.82,2695.28
S02005,21/01/2024,P00230,C1074,11,177.74,1955.14
S02006,19/09/2024,P00083,C1017,5,665.31,3326.55
S02007,04/02/2024,P00286,C1099,14,845.06,11830.84
S02008,14/04/2024,P00157,C1032,10,807.6,8076.0
S02009,09/12/2023,P00076,C1008,2,616.81,1233.62
S02010,16/12/2023,P00195,C1070,10,292.17,2921.7
S02011,27/12/2023,P00187,C1079,18,49.97,899.46
S02012,20/04/2024,P00290,C1034,16,780.79,12492.64
S02013,26/07/2024,P00027,C1099,12,530.1,6361.2
S02014,25/11/2023,P00048,C1095,9,668.73,6018.57
S02015,03/08/2024,P00013,C1053,7,619.68,4337.76
S02016,21/03/2024,P00288,C1025,19,443.72,8430.68
S02017,16/07/2024,P00264,C1062,1,141.71,141.71
S02018,23/05/2024,P00189,C1027,12,146.53,1758.36
S02019,09/01/2024,P00182,C1049,15,18.96,284.4
S02020,22/02/2024,P00067,C1091,1,471.86,471.86
S02021,11/10/2024,P00290,C1048,5,780.79,3903.95
S02022,02/01/2024,P00090,C1020,1,578.74,578.74
S02023,30/10/2023,P00263,C1004,5,804.73,4023.65
S02024,13/09/2024,P00220,C1079,18,937.67,16878.06
S02025,23/11/2023,P00098,C1062,17,11.07,188.19
S02026,15/02/2024,P00142,C1019,9,328.27,2954.43
S02027,29/10/2023,P00133,C1077,20,811.35,16227.0
S02028,04/06/2024,P00034,C1085,20,34.37,687.4
S02029,21/06/2024,P00099,C1022,8,369.01,2952.08
S02030,13/01/2024,P00156,C1058,13,914.78,11892.14
S02031,23/06/2024,P00050,C1010,5,640.37,3201.85
S02032,25/01/2024,P00146,C1073,18,772.34,13902.12
S02033,14/03/2024,P00188,C1041,14,687.6,9626.4
S02034,08/05/2024,P00113,C1003,16,528.51,8456.16
S02035,20/08/2024,P00283,C1087,7,753.52,5274.64
S02036,14/11/2023,P00118,C1087,19,773.79,14702.01
S02037,04/03/2024,P00102,C1022,11,570.92,6280.12
S02038,28/06/2024,P00136,C1065,4,483.37,1933.48
S02039,25/10/2023,P00144,C1005,20,596.3,11926.0
S02040,25/09/2024,P00066,C1096,17,997.41,16955.97
S02041,11/09/2024,P00055,C1089,6,366.85,2201.1
S02042,05/11/2023,P00063,C1028,13,431.76,5612.88
S02043,30/03/2024,P00241,C1028,4,528.6,2114.4
S02044,25/05/2024,P00205,C1017,4,655.15,2620.6
S02045,04/06/2024,P00219,C1015,4,202.95,811.8
S02046,10/10/2024,P00255,C1080,13,93.28,1212.64
S02047,13/12/2023,P00161,C1075,1,924.98,924.98
S02048,26/08/2024,P00146,C1007,16,772.34,12357.44
S02049,09/09/2024,P00035,C1038,15,837.94,12569.1
S02050,03/02/2024,P00237,C1024,16,484.58,7753.28
S02051,03/07/2024,P00118,C1097,15,773.79,11606.85
S02052,28/06/2024,P00050,C1025,18,640.37,11526.66
S02053,19/12/2023,P00106,C1044,11,672.54,7397.94
S02054,27/08/2024,P00118,C1029,18,773.79,13928.22
S02055,05/08/2024,P00252,C1056,13,87.98,1143.74
S02056,23/05/2024,P00045,C1026,18,876.87,15783.66
S02057,03/01/2024,P00039,C1076,10,268.22,2682.2
S02058,01/02/2024,P00162,C1087,17,109.34,1858.78
S02059,18/02/2024,P00257,C1078,6,662.97,3977.82
S02060,06/01/2024,P00288,C1065,10,443.72,4437.2
S02061,20/01/2024,P00117,C1071,2,182.68,365.36
S02062,08/08/2024,P00150,C1004,4,343.73,1374.92
S02063,10/03/2024,P00118,C1054,11,773.79,8511.69
S02064,13/12/2023,P00107,C1014,20,366.18,7323.6
S02065,07/11/2023,P00011,C1097,2,336.37,672.74
S02066,14/07/2024,P00140,C1033,20,486.48,9729.6
S02067,16/05/2024,P00042,C1063,12,256.23,3074.76
S02068,14/02/2024,P00204,C1033,16,363.13,5810.08
S02069,11/04/2024,P00138,C1094,5,369.82,1849.1
S02070,27/05/2024,P00258,C1067,2,100.62,201.24
S02071,15/08/2024,P00261,C1082,4,812.95,3251.8
S02072,12/01/2024,P00211,C1020,9,750.83,6757.47
S02073,20/12/2023,P00244,C1051,5,723.16,3615.8
S02074,21/08/2024,P00097,C1075,2,321.14,642.28
S02075,08/07/2024,P00062,C1087,4,689.14,2756.56
S02076,25/08/2024,P00197,C1023,10,833.68,8336.8
S02077,03/10/2024,P00261,C1036,17,812.95,13820.15
S02078,01/06/2024,P00112,C1039,5,351.3,1756.5
S02079,30/11/2023,P00227,C1050,15,334.94,5024.1
S02080,10/04/2024,P00246,C1059,8,207.35,1658.8
S02081,05/02/2024,P00003,C1042,11,294.21,3236.31
S02082,03/02/2024,P00253,C1008,16,344.38,5510.08
S02083,28/01/2024,P00111,C1044,1,331.87,331.87
S02084,12/08/2024,P00235,C1096,17,600.78,10213.26
S02085,15/08/2024,P00207,C1071,14,688.48,9638.72
S02086,23/05/2024,P00122,C1051,12,188.04,2256.48
S02087,14/02/2024,P00141,C1073,15,732.38,10985.7
S02088,22/03/2024,P00274,C1035,14,482.21,6750.94
S02089,12/12/2023,P00065,C1030,7,328.73,2301.11
S02090,22/06/2024,P00030,C1031,6,417.74,2506.44
S02091,29/03/2024,P00216,C1037,5,444.82,2224.1
S02092,06/12/2023,P00239,C1078,17,328.94,5591.98
S02093,31/12/2023,P00075,C1037,13,978.04,12714.52
S02094,24/06/2024,P00183,C1020,10,250.86,2508.6
S02095,11/08/2024,P00235,C1052,15,600.78,9011.7
S02096,08/01/2024,P00272,C1006,20,354.4,7088.0
S02097,27/05/2024,P00205,C1073,15,655.15,9827.25
S02098,30/06/2024,P00035,C1053,1,837.94,837.94
S02099,12/01/2024,P00161,C1083,1,924.98,924.98
S02100,28/02/2024,P00192,C1091,19,44.33,842.27
S02101,18/05/2024,P00059,C1091,3,700.4,2101.2
S02102,20/09/2024,P00102,C1055,9,570.92,5138.28
S02103,04/11/2023,P00259,C1021,6,679.96,4079.76
S02104,28/12/2023,P00211,C1058,17,750.83,12764.11
S02105,30/06/2024,P00022,C1006,16,503.78,8060.48
S02106,08/04/2024,P00012,C1094,8,631.5,5052.0
S02107,02/05/2024,P00159,C1003,5,344.71,1723.55
S02108,09/01/2024,P00064,C1075,5,874.85,4374.25
S02109,28/08/2024,P00171,C1037,3,384.97,1154.91
S02110,19/02/2024,P00294,C1085,20,317.07,6341.4
S02111,21/12/2023,P00204,C1037,6,363.13,2178.78
S02112,19/10/2024,P00091,C1066,15,334.92,5023.8
S02113,08/03/2024,P00238,C1021,5,466.15,2330.75
S02114,22/05/2024,P00053,C1025,10,194.78,1947.8
S02115,23/02/2024,P00053,C1065,10,194.78,1947.8
S02116,18/11/2023,P00047,C1013,12,727.47,8729.64
S02117,29/01/2024,P00069,C1032,4,849.08,3396.32
S02118,21/12/2023,P00037,C1031,5,456.23,2281.15
S02119,23/11/2023,P00193,C1014,4,723.27,2893.08
S02120,17/03/2024,P00221,C1022,9,673.36,6060.24
S02121,11/05/2024,P00033,C1043,16,656.97,10511.52
S02122,13/05/2024,P00257,C1034,4,662.97,2651.88
S02123,06/10/2024,P00133,C1061,20,811.35,16227.0
S02124,03/04/2024,P00154,C1002,15,501.3,7519.5
S02125,03/03/2024,P00145,C1018,10,298.19,2981.9
S02126,09/08/2024,P00041,C1004,4,495.31,1981.24
S02127,14/12/2023,P00158,C1037,4,341.41,1365.64
